,protocol,use_case,testbed,transmitters,project_name,center_freq,rec_length,decimation,sdr,hw_sample_rate,effective_sample_rate,signal_type,date_recorded,time_recorded,author,sample_rate,packet_per_block,samples_per_packet
489,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131519,,,500,65504.0
490,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131621,,,500,65504.0
491,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131723,,,500,65504.0
492,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131838,,,500,65504.0
493,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131932,,,500,65504.0
494,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,19651200,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,012525,,,300,65504.0
495,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,22926400,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,012900,,,350,65504.0
496,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,013044,,,500,65504.0
497,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,013225,,,500,65504.0
498,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,013402,,,500,65504.0
499,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,013537,,,500,65504.0
500,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,013734,,,500,65504.0
501,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,013919,,,500,65504.0
502,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,014339,,,500,65504.0
503,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,014502,,,500,65504.0
504,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,014640,,,500,65504.0
505,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,014811,,,500,65504.0
506,Wifi-AC2,upload,vlab-ambient,UE,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,014942,,,500,65504.0
507,Wifi-AC2,download,vlab-ambient,router,ENCQOR,2427,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,015341,,,500,65504.0
508,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,184846,,,500,65504.0
509,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,185314,,,500,65504.0
510,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,185615,,,500,65504.0
511,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,185934,,,500,65504.0
512,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,190235,,,500,65504.0
513,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,190411,,,500,65504.0
514,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,190548,,,500,65504.0
515,Wifi-AC5,download,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,190753,,,500,65504.0
516,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,191247,,,500,65504.0
517,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,191424,,,500,65504.0
518,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,191550,,,500,65504.0
519,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,191719,,,500,65504.0
520,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,191852,,,500,65504.0
521,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,192023,,,500,65504.0
522,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,192152,,,500,65504.0
523,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,192321,,,500,65504.0
524,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,192450,,,500,65504.0
525,Wifi-AC5,videocall,vlab-ambient,"router,UE",ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,192622,,,500,65504.0
526,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,193920,,,500,65504.0
527,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,194048,,,500,65504.0
528,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,194232,,,500,65504.0
529,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,194358,,,500,65504.0
530,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,194525,,,500,65504.0
531,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,194738,,,500,65504.0
532,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,194904,,,500,65504.0
533,Wifi-AC5,ambient,vlab-ambient,router,ENCQOR,5190,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,195033,,,500,65504.0
534,Wifi-AC5,4K-Video,vlab-ambient,"router,UE",ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,200152,,,500,65504.0
535,Wifi-AC5,4K-Video,vlab-ambient,"router,UE",ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,200323,,,500,65504.0
536,Wifi-AC5,4K-Video,vlab-ambient,"router,UE",ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,200450,,,500,65504.0
537,Wifi-AC5,4K-Video,vlab-ambient,"router,UE",ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,200627,,,500,65504.0
538,Wifi-AC5,upload,vlab-ambient,UE,ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,200812,,,500,65504.0
539,Wifi-AC5,upload,vlab-ambient,UE,ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,200950,,,500,65504.0
540,Wifi-AC5,upload,vlab-ambient,UE,ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,201120,,,500,65504.0
541,Wifi-AC5,upload,vlab-ambient,UE,ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,201246,,,500,65504.0
542,Wifi-AC5,upload,vlab-ambient,UE,ENCQOR,5755,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,201516,,,500,65504.0
543,Wifi-BG,download,home,router,ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,004757,,,500,65504.0
544,Wifi-BG,download,home,router,ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005050,,,500,65504.0
545,Wifi-BG,download,home,router,ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005152,,,500,65504.0
546,Wifi-BG,download,home,router,ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005252,,,500,65504.0
547,Wifi-BG,download,home,router,ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005417,,,500,65504.0
548,Wifi-BG,download,home,router,ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005515,,,500,65504.0
549,Wifi-BG,upload,home,"router,UE",ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005649,,,500,65504.0
550,Wifi-BG,upload,home,"router,UE",ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005841,,,500,65504.0
551,Wifi-BG,upload,home,"router,UE",ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,005950,,,500,65504.0
552,Wifi-BG,upload,home,"router,UE",ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,010035,,,500,65504.0
553,Wifi-BG,upload,home,"router,UE",ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,010132,,,500,65504.0
554,Wifi-BG,upload,home,"router,UE",ENCQOR,2437,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,011123,,,500,65504.0
